country,format,match,opponent,result,margin,date,ground,home_away,matches,won_flag,lost_flag,tied_flag,no_result_flag,month,year,period
United Arab Emirates,T20I,Kuwait v United Arab Emirates,Kuwait,Won,11 runs,2024-12-16,"ICC Academy, Dubai",Neutral,1,1,0,0,0,12,2024,2024-12
Bangladesh,T20I,Bangladesh v West Indies,West Indies,Won,27 runs,2024-12-17,"Arnos Vale Ground, Kingstown, St Vincent",Neutral,1,1,0,0,0,12,2024,2024-12
West Indies,T20I,Bangladesh v West Indies,Bangladesh,Lost,27 runs,2024-12-17,"Arnos Vale Ground, Kingstown, St Vincent",Neutral,1,0,1,0,0,12,2024,2024-12
Kuwait,T20I,Kuwait v Qatar,Qatar,Won,6 wickets,2024-12-17,"ICC Academy, Dubai",Neutral,1,1,0,0,0,12,2024,2024-12
Qatar,T20I,Kuwait v Qatar,Kuwait,Lost,6 wickets,2024-12-17,"ICC Academy, Dubai",Neutral,1,0,1,0,0,12,2024,2024-12
Bahrain,T20I,Bahrain v Oman,Oman,Lost,2 runs,2024-12-17,"ICC Academy, Dubai",Neutral,1,0,1,0,0,12,2024,2024-12
Oman,T20I,Bahrain v Oman,Bahrain,Won,2 runs,2024-12-17,"ICC Academy, Dubai",Neutral,1,1,0,0,0,12,2024,2024-12
Oman,T20I,Oman v Saudi Arabia,Saudi Arabia,Lost,8 wickets,2024-12-18,"ICC Academy, Dubai",Neutral,1,0,1,0,0,12,2024,2024-12
Saudi Arabia,T20I,Oman v Saudi Arabia,Oman,Won,8 wickets,2024-12-18,"ICC Academy, Dubai",Neutral,1,1,0,0,0,12,2024,2024-12
Qatar,T20I,Qatar v United Arab Emirates,United Arab Emirates,Lost,23 runs,2024-12-18,"ICC Academy, Dubai",Neutral,1,0,1,0,0,12,2024,2024-12
United Arab Emirates,T20I,Qatar v United Arab Emirates,Qatar,Won,23 runs,2024-12-18,"ICC Academy, Dubai",Neutral,1,1,0,0,0,12,2024,2024-12
Bangladesh,T20I,Bangladesh v West Indies,West Indies,Won,80 runs,2024-12-19,"Arnos Vale Ground, Kingstown, St Vincent",Neutral,1,1,0,0,0,12,2024,2024-12
West Indies,T20I,Bangladesh v West Indies,Bangladesh,Lost,80 runs,2024-12-19,"Arnos Vale Ground, Kingstown, St Vincent",Neutral,1,0,1,0,0,12,2024,2024-12
Saudi Arabia,T20I,Saudi Arabia v United Arab Emirates,United Arab Emirates,Won,11 runs,2024-12-19,"ICC Academy, Dubai",Neutral,1,1,0,0,0,12,2024,2024-12
United Arab Emirates,T20I,Saudi Arabia v United Arab Emirates,Saudi Arabia,Lost,11 runs,2024-12-19,"ICC Academy, Dubai",Neutral,1,0,1,0,0,12,2024,2024-12
Bahrain,T20I,Bahrain v Qatar,Qatar,Lost,6 wickets,2024-12-20,"ICC Academy, Dubai",Neutral,1,0,1,0,0,12,2024,2024-12
Qatar,T20I,Bahrain v Qatar,Bahrain,Won,6 wickets,2024-12-20,"ICC Academy, Dubai",Neutral,1,1,0,0,0,12,2024,2024-12
Kuwait,T20I,Kuwait v Oman,Oman,Won,3 wickets,2024-12-20,"ICC Academy, Dubai",Neutral,1,1,0,0,0,12,2024,2024-12
Oman,T20I,Kuwait v Oman,Kuwait,Lost,3 wickets,2024-12-20,"ICC Academy, Dubai",Neutral,1,0,1,0,0,12,2024,2024-12
Kuwait,T20I,Kuwait v United Arab Emirates,United Arab Emirates,Lost,2 runs,2024-12-21,Dubai International Cricket Stadium,Neutral,1,0,1,0,0,12,2024,2024-12
United Arab Emirates,T20I,Kuwait v United Arab Emirates,Kuwait,Won,2 runs,2024-12-21,Dubai International Cricket Stadium,Neutral,1,1,0,0,0,12,2024,2024-12
New Zealand,T20I,New Zealand v Sri Lanka,Sri Lanka,Won,8 runs,2024-12-28,"Bay Oval, Mount Maunganui",Neutral,1,1,0,0,0,12,2024,2024-12
Sri Lanka,T20I,New Zealand v Sri Lanka,New Zealand,Lost,8 runs,2024-12-28,"Bay Oval, Mount Maunganui",Neutral,1,0,1,0,0,12,2024,2024-12
New Zealand,T20I,New Zealand v Sri Lanka,Sri Lanka,Won,45 runs,2024-12-30,"Bay Oval, Mount Maunganui",Neutral,1,1,0,0,0,12,2024,2024-12
Sri Lanka,T20I,New Zealand v Sri Lanka,New Zealand,Lost,45 runs,2024-12-30,"Bay Oval, Mount Maunganui",Neutral,1,0,1,0,0,12,2024,2024-12
New Zealand,T20I,New Zealand v Sri Lanka,Sri Lanka,Lost,7 runs,2025-01-02,"Saxton Oval, Nelson",Neutral,1,0,1,0,0,1,2025,2025-01
Sri Lanka,T20I,New Zealand v Sri Lanka,New Zealand,Won,7 runs,2025-01-02,"Saxton Oval, Nelson",Neutral,1,1,0,0,0,1,2025,2025-01
England,T20I,England v India,India,Lost,7 wickets,2025-01-22,"Eden Gardens, Kolkata",Neutral,1,0,1,0,0,1,2025,2025-01
India,T20I,England v India,England,Won,7 wickets,2025-01-22,"Eden Gardens, Kolkata",Neutral,1,1,0,0,0,1,2025,2025-01
England,T20I,England v India,India,Lost,2 wickets,2025-01-25,"MA Chidambaram Stadium, Chepauk, Chennai",Neutral,1,0,1,0,0,1,2025,2025-01
India,T20I,England v India,England,Won,2 wickets,2025-01-25,"MA Chidambaram Stadium, Chepauk, Chennai",Neutral,1,1,0,0,0,1,2025,2025-01
England,T20I,England v India,India,Won,26 runs,2025-01-28,"Saurashtra Cricket Association Stadium, Rajkot",Neutral,1,1,0,0,0,1,2025,2025-01
India,T20I,England v India,England,Lost,26 runs,2025-01-28,"Saurashtra Cricket Association Stadium, Rajkot",Neutral,1,0,1,0,0,1,2025,2025-01
England,T20I,England v India,India,Lost,15 runs,2025-01-31,"Maharashtra Cricket Association Stadium, Pune",Neutral,1,0,1,0,0,1,2025,2025-01
India,T20I,England v India,England,Won,15 runs,2025-01-31,"Maharashtra Cricket Association Stadium, Pune",Neutral,1,1,0,0,0,1,2025,2025-01
England,T20I,England v India,India,Lost,150 runs,2025-02-02,"Wankhede Stadium, Mumbai",Neutral,1,0,1,0,0,2,2025,2025-02
India,T20I,England v India,England,Won,150 runs,2025-02-02,"Wankhede Stadium, Mumbai",Neutral,1,1,0,0,0,2,2025,2025-02
Hungary,T20I,Hungary v Malta,Malta,Won,8 runs,2025-02-03,Marsa Sports Club,Neutral,1,1,0,0,0,2,2025,2025-02
Malta,T20I,Hungary v Malta,Hungary,Lost,8 runs,2025-02-03,Marsa Sports Club,Neutral,1,0,1,0,0,2,2025,2025-02
Austria,T20I,Austria v Malta,Malta,Won,6 wickets,2025-02-03,Marsa Sports Club,Neutral,1,1,0,0,0,2,2025,2025-02
Malta,T20I,Austria v Malta,Austria,Lost,6 wickets,2025-02-03,Marsa Sports Club,Neutral,1,0,1,0,0,2,2025,2025-02
Austria,T20I,Austria v Hungary,Hungary,Won,6 wickets,2025-02-04,Marsa Sports Club,Neutral,1,1,0,0,0,2,2025,2025-02
Hungary,T20I,Austria v Hungary,Austria,Lost,6 wickets,2025-02-04,Marsa Sports Club,Neutral,1,0,1,0,0,2,2025,2025-02
Hungary,T20I,Hungary v Malta,Malta,Won,8 wickets,2025-02-04,Marsa Sports Club,Neutral,1,1,0,0,0,2,2025,2025-02
Malta,T20I,Hungary v Malta,Hungary,Lost,8 wickets,2025-02-04,Marsa Sports Club,Neutral,1,0,1,0,0,2,2025,2025-02
Austria,T20I,Austria v Malta,Malta,Won,6 wickets,2025-02-05,Marsa Sports Club,Neutral,1,1,0,0,0,2,2025,2025-02
Malta,T20I,Austria v Malta,Austria,Lost,6 wickets,2025-02-05,Marsa Sports Club,Neutral,1,0,1,0,0,2,2025,2025-02
Austria,T20I,Austria v Hungary,Hungary,Lost,2 wickets,2025-02-05,Marsa Sports Club,Neutral,1,0,1,0,0,2,2025,2025-02
Hungary,T20I,Austria v Hungary,Austria,Won,2 wickets,2025-02-05,Marsa Sports Club,Neutral,1,1,0,0,0,2,2025,2025-02
Bahrain,T20I,Bahrain v Indonesia,Indonesia,Won,63 runs,2025-02-19,Udayana Cricket Ground,Neutral,1,1,0,0,0,2,2025,2025-02
Indonesia,T20I,Bahrain v Indonesia,Bahrain,Lost,63 runs,2025-02-19,Udayana Cricket Ground,Neutral,1,0,1,0,0,2,2025,2025-02
Bahrain,T20I,Bahrain v Indonesia,Indonesia,Won,10 wickets,2025-02-20,Udayana Cricket Ground,Neutral,1,1,0,0,0,2,2025,2025-02
Indonesia,T20I,Bahrain v Indonesia,Bahrain,Lost,10 wickets,2025-02-20,Udayana Cricket Ground,Neutral,1,0,1,0,0,2,2025,2025-02
Oman,T20I,Oman v United States of America,United States of America,Lost,7 wickets,2025-02-20,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Neutral,1,0,1,0,0,2,2025,2025-02
United States of America,T20I,Oman v United States of America,Oman,Won,7 wickets,2025-02-20,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Neutral,1,1,0,0,0,2,2025,2025-02
Oman,T20I,Oman v United States of America,United States of America,Lost,4 wickets,2025-02-21,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Neutral,1,0,1,0,0,2,2025,2025-02
United States of America,T20I,Oman v United States of America,Oman,Won,4 wickets,2025-02-21,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Neutral,1,1,0,0,0,2,2025,2025-02
Ireland,T20I,Ireland v Zimbabwe,Zimbabwe,No Result,No Result,2025-02-22,Harare Sports Club,Neutral,1,0,0,0,1,2,2025,2025-02
Zimbabwe,T20I,Ireland v Zimbabwe,Ireland,No Result,No Result,2025-02-22,Harare Sports Club,Neutral,1,0,0,0,1,2,2025,2025-02
Bahrain,T20I,Bahrain v Indonesia,Indonesia,Lost,8 wickets,2025-02-22,Udayana Cricket Ground,Neutral,1,0,1,0,0,2,2025,2025-02
Indonesia,T20I,Bahrain v Indonesia,Bahrain,Won,8 wickets,2025-02-22,Udayana Cricket Ground,Neutral,1,1,0,0,0,2,2025,2025-02
Ireland,T20I,Ireland v Zimbabwe,Zimbabwe,Lost,3 wickets,2025-02-23,Harare Sports Club,Neutral,1,0,1,0,0,2,2025,2025-02
Zimbabwe,T20I,Ireland v Zimbabwe,Ireland,Won,3 wickets,2025-02-23,Harare Sports Club,Neutral,1,1,0,0,0,2,2025,2025-02
Bahrain,T20I,Bahrain v Indonesia,Indonesia,Won,112 runs,2025-02-23,Udayana Cricket Ground,Neutral,1,1,0,0,0,2,2025,2025-02
Indonesia,T20I,Bahrain v Indonesia,Bahrain,Lost,112 runs,2025-02-23,Udayana Cricket Ground,Neutral,1,0,1,0,0,2,2025,2025-02
Oman,T20I,Oman v United States of America,United States of America,Lost,8 wickets,2025-02-23,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Neutral,1,0,1,0,0,2,2025,2025-02
United States of America,T20I,Oman v United States of America,Oman,Won,8 wickets,2025-02-23,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Neutral,1,1,0,0,0,2,2025,2025-02
Bahrain,T20I,Bahrain v Indonesia,Indonesia,Won,5 wickets,2025-02-24,Udayana Cricket Ground,Neutral,1,1,0,0,0,2,2025,2025-02
Indonesia,T20I,Bahrain v Indonesia,Bahrain,Lost,5 wickets,2025-02-24,Udayana Cricket Ground,Neutral,1,0,1,0,0,2,2025,2025-02
Ireland,T20I,Ireland v Zimbabwe,Zimbabwe,No Result,No Result,2025-02-25,Harare Sports Club,Neutral,1,0,0,0,1,2,2025,2025-02
Zimbabwe,T20I,Ireland v Zimbabwe,Ireland,No Result,No Result,2025-02-25,Harare Sports Club,Neutral,1,0,0,0,1,2,2025,2025-02
Bahrain,T20I,Bahrain v Singapore,Singapore,Won,31 runs,2025-02-28,Singapore National Cricket Ground,Neutral,1,1,0,0,0,2,2025,2025-02
Singapore,T20I,Bahrain v Singapore,Bahrain,Lost,31 runs,2025-02-28,Singapore National Cricket Ground,Neutral,1,0,1,0,0,2,2025,2025-02
Bahrain,T20I,Bahrain v Singapore,Singapore,Won,7 wickets,2025-03-01,Singapore National Cricket Ground,Neutral,1,1,0,0,0,3,2025,2025-03
Singapore,T20I,Bahrain v Singapore,Bahrain,Lost,7 wickets,2025-03-01,Singapore National Cricket Ground,Neutral,1,0,1,0,0,3,2025,2025-03
Bahrain,T20I,Bahrain v Singapore,Singapore,Won,8 wickets,2025-03-02,Singapore National Cricket Ground,Neutral,1,1,0,0,0,3,2025,2025-03
Singapore,T20I,Bahrain v Singapore,Bahrain,Lost,8 wickets,2025-03-02,Singapore National Cricket Ground,Neutral,1,0,1,0,0,3,2025,2025-03
Bahrain,T20I,Bahrain v Singapore,Singapore,No Result,No Result,2025-03-04,Singapore National Cricket Ground,Neutral,1,0,0,0,1,3,2025,2025-03
Singapore,T20I,Bahrain v Singapore,Bahrain,No Result,No Result,2025-03-04,Singapore National Cricket Ground,Neutral,1,0,0,0,1,3,2025,2025-03
Bahrain,T20I,Bahrain v Malaysia,Malaysia,Won,6 wickets,2025-03-10,"Bayuemas Oval, Kuala Lumpur",Neutral,1,1,0,0,0,3,2025,2025-03
Malaysia,T20I,Bahrain v Malaysia,Bahrain,Lost,6 wickets,2025-03-10,"Bayuemas Oval, Kuala Lumpur",Neutral,1,0,1,0,0,3,2025,2025-03
Bahrain,T20I,Bahrain v Hong Kong,Hong Kong,Won,8 wickets,2025-03-11,"Bayuemas Oval, Kuala Lumpur",Neutral,1,1,0,0,0,3,2025,2025-03
Hong Kong,T20I,Bahrain v Hong Kong,Bahrain,Lost,8 wickets,2025-03-11,"Bayuemas Oval, Kuala Lumpur",Neutral,1,0,1,0,0,3,2025,2025-03
Hong Kong,T20I,Hong Kong v Malaysia,Malaysia,Won,42 runs,2025-03-12,"Bayuemas Oval, Kuala Lumpur",Neutral,1,1,0,0,0,3,2025,2025-03
Malaysia,T20I,Hong Kong v Malaysia,Hong Kong,Lost,42 runs,2025-03-12,"Bayuemas Oval, Kuala Lumpur",Neutral,1,0,1,0,0,3,2025,2025-03
Bahrain,T20I,Bahrain v Malaysia,Malaysia,Won,35 runs,2025-03-13,"Bayuemas Oval, Kuala Lumpur",Neutral,1,1,0,0,0,3,2025,2025-03
Malaysia,T20I,Bahrain v Malaysia,Bahrain,Lost,35 runs,2025-03-13,"Bayuemas Oval, Kuala Lumpur",Neutral,1,0,1,0,0,3,2025,2025-03
Bahrain,T20I,Bahrain v Hong Kong,Hong Kong,Tied,Tie,2025-03-14,"Bayuemas Oval, Kuala Lumpur",Neutral,1,0,0,1,0,3,2025,2025-03
Hong Kong,T20I,Bahrain v Hong Kong,Bahrain,Tied,Tie,2025-03-14,"Bayuemas Oval, Kuala Lumpur",Neutral,1,0,0,1,0,3,2025,2025-03
Hong Kong,T20I,Hong Kong v Malaysia,Malaysia,Won,8 wickets,2025-03-15,"Bayuemas Oval, Kuala Lumpur",Neutral,1,1,0,0,0,3,2025,2025-03
Malaysia,T20I,Hong Kong v Malaysia,Hong Kong,Lost,8 wickets,2025-03-15,"Bayuemas Oval, Kuala Lumpur",Neutral,1,0,1,0,0,3,2025,2025-03
New Zealand,T20I,New Zealand v Pakistan,Pakistan,Won,9 wickets,2025-03-16,"Hagley Oval, Christchurch",Neutral,1,1,0,0,0,3,2025,2025-03
Pakistan,T20I,New Zealand v Pakistan,New Zealand,Lost,9 wickets,2025-03-16,"Hagley Oval, Christchurch",Neutral,1,0,1,0,0,3,2025,2025-03
Bahrain,T20I,Bahrain v Hong Kong,Hong Kong,Won,8 wickets,2025-03-17,"Bayuemas Oval, Kuala Lumpur",Neutral,1,1,0,0,0,3,2025,2025-03
Hong Kong,T20I,Bahrain v Hong Kong,Bahrain,Lost,8 wickets,2025-03-17,"Bayuemas Oval, Kuala Lumpur",Neutral,1,0,1,0,0,3,2025,2025-03
New Zealand,T20I,New Zealand v Pakistan,Pakistan,Won,5 wickets,2025-03-18,"University Oval, Dunedin",Neutral,1,1,0,0,0,3,2025,2025-03
Pakistan,T20I,New Zealand v Pakistan,New Zealand,Lost,5 wickets,2025-03-18,"University Oval, Dunedin",Neutral,1,0,1,0,0,3,2025,2025-03
Canada,T20I,Canada v Namibia,Namibia,Lost,3 wickets,2025-03-19,"Namibia Cricket Ground, Windhoek",Neutral,1,0,1,0,0,3,2025,2025-03
Namibia,T20I,Canada v Namibia,Canada,Won,3 wickets,2025-03-19,"Namibia Cricket Ground, Windhoek",Neutral,1,1,0,0,0,3,2025,2025-03
New Zealand,T20I,New Zealand v Pakistan,Pakistan,Lost,9 wickets,2025-03-21,"Eden Park, Auckland",Neutral,1,0,1,0,0,3,2025,2025-03
Pakistan,T20I,New Zealand v Pakistan,New Zealand,Won,9 wickets,2025-03-21,"Eden Park, Auckland",Neutral,1,1,0,0,0,3,2025,2025-03
Canada,T20I,Canada v Namibia,Namibia,Lost,10 wickets,2025-03-22,"Namibia Cricket Ground, Windhoek",Neutral,1,0,1,0,0,3,2025,2025-03
Namibia,T20I,Canada v Namibia,Canada,Won,10 wickets,2025-03-22,"Namibia Cricket Ground, Windhoek",Neutral,1,1,0,0,0,3,2025,2025-03
New Zealand,T20I,New Zealand v Pakistan,Pakistan,Won,115 runs,2025-03-23,"Bay Oval, Mount Maunganui",Neutral,1,1,0,0,0,3,2025,2025-03
Pakistan,T20I,New Zealand v Pakistan,New Zealand,Lost,115 runs,2025-03-23,"Bay Oval, Mount Maunganui",Neutral,1,0,1,0,0,3,2025,2025-03
Canada,T20I,Canada v Namibia,Namibia,Lost,8 wickets,2025-03-23,"Namibia Cricket Ground, Windhoek",Neutral,1,0,1,0,0,3,2025,2025-03
Namibia,T20I,Canada v Namibia,Canada,Won,8 wickets,2025-03-23,"Namibia Cricket Ground, Windhoek",Neutral,1,1,0,0,0,3,2025,2025-03
New Zealand,T20I,New Zealand v Pakistan,Pakistan,Won,8 wickets,2025-03-26,"Sky Stadium, Wellington",Neutral,1,1,0,0,0,3,2025,2025-03
Pakistan,T20I,New Zealand v Pakistan,New Zealand,Lost,8 wickets,2025-03-26,"Sky Stadium, Wellington",Neutral,1,0,1,0,0,3,2025,2025-03
Norway,T20I,Norway v Portugal,Portugal,Won,39 runs,2025-04-07,Santarem Cricket Ground,Neutral,1,1,0,0,0,4,2025,2025-04
Portugal,T20I,Norway v Portugal,Norway,Lost,39 runs,2025-04-07,Santarem Cricket Ground,Neutral,1,0,1,0,0,4,2025,2025-04
Norway,T20I,Norway v Portugal,Portugal,Lost,4 wickets,2025-04-08,Santarem Cricket Ground,Neutral,1,0,1,0,0,4,2025,2025-04
Portugal,T20I,Norway v Portugal,Norway,Won,4 wickets,2025-04-08,Santarem Cricket Ground,Neutral,1,1,0,0,0,4,2025,2025-04
Norway,T20I,Norway v Portugal,Portugal,Lost,54 runs,2025-04-09,Santarem Cricket Ground,Neutral,1,0,1,0,0,4,2025,2025-04
Portugal,T20I,Norway v Portugal,Norway,Won,54 runs,2025-04-09,Santarem Cricket Ground,Neutral,1,1,0,0,0,4,2025,2025-04
Nepal,T20I,Nepal v Qatar,Qatar,Won,8 wickets,2025-04-09,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,1,0,0,0,4,2025,2025-04
Qatar,T20I,Nepal v Qatar,Nepal,Lost,8 wickets,2025-04-09,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,0,1,0,0,4,2025,2025-04
Hong Kong,T20I,Hong Kong v Kuwait,Kuwait,Lost,4 wickets,2025-04-09,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,0,1,0,0,4,2025,2025-04
Kuwait,T20I,Hong Kong v Kuwait,Hong Kong,Won,4 wickets,2025-04-09,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,1,0,0,0,4,2025,2025-04
Kuwait,T20I,Kuwait v Nepal,Nepal,Lost,6 wickets,2025-04-10,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,0,1,0,0,4,2025,2025-04
Nepal,T20I,Kuwait v Nepal,Kuwait,Won,6 wickets,2025-04-10,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,1,0,0,0,4,2025,2025-04
Hong Kong,T20I,Hong Kong v Qatar,Qatar,Won,68 runs,2025-04-10,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,1,0,0,0,4,2025,2025-04
Qatar,T20I,Hong Kong v Qatar,Hong Kong,Lost,68 runs,2025-04-10,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,0,1,0,0,4,2025,2025-04
Kuwait,T20I,Kuwait v Qatar,Qatar,Won,6 wickets,2025-04-12,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,1,0,0,0,4,2025,2025-04
Qatar,T20I,Kuwait v Qatar,Kuwait,Lost,6 wickets,2025-04-12,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,0,1,0,0,4,2025,2025-04
Hong Kong,T20I,Hong Kong v Nepal,Nepal,No Result,No Result,2025-04-12,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,0,0,0,1,4,2025,2025-04
Nepal,T20I,Hong Kong v Nepal,Hong Kong,No Result,No Result,2025-04-12,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,0,0,0,1,4,2025,2025-04
Hong Kong,T20I,Hong Kong v Qatar,Qatar,Won,1 runs,2025-04-13,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,1,0,0,0,4,2025,2025-04
Qatar,T20I,Hong Kong v Qatar,Hong Kong,Lost,1 runs,2025-04-13,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,0,1,0,0,4,2025,2025-04
Kuwait,T20I,Kuwait v Nepal,Nepal,Won,3 runs,2025-04-13,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,1,0,0,0,4,2025,2025-04
Nepal,T20I,Kuwait v Nepal,Kuwait,Lost,3 runs,2025-04-13,"Mission Road Ground, Mong Kok, Hong Kong",Neutral,1,0,1,0,0,4,2025,2025-04
Costa Rica,T20I,Costa Rica v Mexico,Mexico,Lost,124 runs,2025-04-17,"Clayton Panama, Panama City",Neutral,1,0,1,0,0,4,2025,2025-04
Mexico,T20I,Costa Rica v Mexico,Costa Rica,Won,124 runs,2025-04-17,"Clayton Panama, Panama City",Neutral,1,1,0,0,0,4,2025,2025-04
Panama,T20I,Panama v Turks and Caicos Island,Turks and Caicos Island,Won,49 runs,2025-04-17,"Clayton Panama, Panama City",Neutral,1,1,0,0,0,4,2025,2025-04
Turks and Caicos Island,T20I,Panama v Turks and Caicos Island,Panama,Lost,49 runs,2025-04-17,"Clayton Panama, Panama City",Neutral,1,0,1,0,0,4,2025,2025-04
Costa Rica,T20I,Costa Rica v Panama,Panama,Lost,9 wickets,2025-04-18,"Clayton Panama, Panama City",Neutral,1,0,1,0,0,4,2025,2025-04
Panama,T20I,Costa Rica v Panama,Costa Rica,Won,9 wickets,2025-04-18,"Clayton Panama, Panama City",Neutral,1,1,0,0,0,4,2025,2025-04
Mexico,T20I,Mexico v Turks and Caicos Island,Turks and Caicos Island,Won,8 wickets,2025-04-18,"Clayton Panama, Panama City",Neutral,1,1,0,0,0,4,2025,2025-04
Turks and Caicos Island,T20I,Mexico v Turks and Caicos Island,Mexico,Lost,8 wickets,2025-04-18,"Clayton Panama, Panama City",Neutral,1,0,1,0,0,4,2025,2025-04
Costa Rica,T20I,Costa Rica v Turks and Caicos Island,Turks and Caicos Island,Lost,10 wickets,2025-04-19,"Clayton Panama, Panama City",Neutral,1,0,1,0,0,4,2025,2025-04
Turks and Caicos Island,T20I,Costa Rica v Turks and Caicos Island,Costa Rica,Won,10 wickets,2025-04-19,"Clayton Panama, Panama City",Neutral,1,1,0,0,0,4,2025,2025-04
Mexico,T20I,Mexico v Panama,Panama,Lost,6 runs,2025-04-19,"Clayton Panama, Panama City",Neutral,1,0,1,0,0,4,2025,2025-04
Panama,T20I,Mexico v Panama,Mexico,Won,6 runs,2025-04-19,"Clayton Panama, Panama City",Neutral,1,1,0,0,0,4,2025,2025-04
Cayman Islands,T20I,Cayman Islands v United States of America,United States of America,Lost,79 runs,2025-04-19,"Jimmy Powell Oval, Cayman Islands",Neutral,1,0,1,0,0,4,2025,2025-04
United States of America,T20I,Cayman Islands v United States of America,Cayman Islands,Won,79 runs,2025-04-19,"Jimmy Powell Oval, Cayman Islands",Neutral,1,1,0,0,0,4,2025,2025-04
Bermuda,T20I,Bermuda v Canada,Canada,Lost,5 wickets,2025-04-19,"Jimmy Powell Oval, Cayman Islands",Neutral,1,0,1,0,0,4,2025,2025-04
Canada,T20I,Bermuda v Canada,Bermuda,Won,5 wickets,2025-04-19,"Jimmy Powell Oval, Cayman Islands",Neutral,1,1,0,0,0,4,2025,2025-04
Costa Rica,T20I,Costa Rica v Turks and Caicos Island,Turks and Caicos Island,Won,21 runs,2025-04-20,"Clayton Panama, Panama City",Neutral,1,1,0,0,0,4,2025,2025-04
Turks and Caicos Island,T20I,Costa Rica v Turks and Caicos Island,Costa Rica,Lost,21 runs,2025-04-20,"Clayton Panama, Panama City",Neutral,1,0,1,0,0,4,2025,2025-04
Bahamas,T20I,Bahamas v United States of America,United States of America,Lost,149 runs,2025-04-20,"Jimmy Powell Oval, Cayman Islands",Neutral,1,0,1,0,0,4,2025,2025-04
United States of America,T20I,Bahamas v United States of America,Bahamas,Won,149 runs,2025-04-20,"Jimmy Powell Oval, Cayman Islands",Neutral,1,1,0,0,0,4,2025,2025-04
Bermuda,T20I,Bermuda v Cayman Islands,Cayman Islands,Won,30 runs,2025-04-20,"Jimmy Powell Oval, Cayman Islands",Neutral,1,1,0,0,0,4,2025,2025-04
Cayman Islands,T20I,Bermuda v Cayman Islands,Bermuda,Lost,30 runs,2025-04-20,"Jimmy Powell Oval, Cayman Islands",Neutral,1,0,1,0,0,4,2025,2025-04
Bahamas,T20I,Bahamas v Canada,Canada,Lost,10 wickets,2025-04-21,"Jimmy Powell Oval, Cayman Islands",Neutral,1,0,1,0,0,4,2025,2025-04
Canada,T20I,Bahamas v Canada,Bahamas,Won,10 wickets,2025-04-21,"Jimmy Powell Oval, Cayman Islands",Neutral,1,1,0,0,0,4,2025,2025-04
Bermuda,T20I,Bermuda v United States of America,United States of America,Lost,10 wickets,2025-04-21,"Jimmy Powell Oval, Cayman Islands",Neutral,1,0,1,0,0,4,2025,2025-04
United States of America,T20I,Bermuda v United States of America,Bermuda,Won,10 wickets,2025-04-21,"Jimmy Powell Oval, Cayman Islands",Neutral,1,1,0,0,0,4,2025,2025-04
Canada,T20I,Canada v Cayman Islands,Cayman Islands,Won,94 runs,2025-04-23,"Jimmy Powell Oval, Cayman Islands",Neutral,1,1,0,0,0,4,2025,2025-04
Cayman Islands,T20I,Canada v Cayman Islands,Canada,Lost,94 runs,2025-04-23,"Jimmy Powell Oval, Cayman Islands",Neutral,1,0,1,0,0,4,2025,2025-04
Bahamas,T20I,Bahamas v Bermuda,Bermuda,Lost,10 wickets,2025-04-23,"Jimmy Powell Oval, Cayman Islands",Neutral,1,0,1,0,0,4,2025,2025-04
Bermuda,T20I,Bahamas v Bermuda,Bahamas,Won,10 wickets,2025-04-23,"Jimmy Powell Oval, Cayman Islands",Neutral,1,1,0,0,0,4,2025,2025-04
Bahamas,T20I,Bahamas v Cayman Islands,Cayman Islands,Lost,79 runs,2025-04-24,"Jimmy Powell Oval, Cayman Islands",Neutral,1,0,1,0,0,4,2025,2025-04
Cayman Islands,T20I,Bahamas v Cayman Islands,Bahamas,Won,79 runs,2025-04-24,"Jimmy Powell Oval, Cayman Islands",Neutral,1,1,0,0,0,4,2025,2025-04
Canada,T20I,Canada v United States of America,United States of America,Won,17 runs,2025-04-24,"Jimmy Powell Oval, Cayman Islands",Neutral,1,1,0,0,0,4,2025,2025-04
